account_id,person_id,bank_name,branch_city,account_type,opening_date
ACC0728,P0882,Suvidha Nagrik Bank,Patna,Current,2022-07-03
ACC0729,P0691,Vindhya Rural Bank,Amritsar,Savings,2024-01-05
ACC0730,P0207,Bharat Urban Bank,Noida,Current,2018-12-30
ACC0731,P0401,Himgiri Commercial Bank,Surat,Current,2020-04-20
ACC0732,P0426,National Cooperative Bank,Agra,Savings,2021-07-28
ACC0733,P0255,Suvidha Nagrik Bank,Delhi,Current,2020-06-13
ACC0734,P0350,Bharat Urban Bank,Haridwar,Current,2016-02-05
ACC0735,P0024,Vindhya Rural Bank,Lucknow,Savings,2015-01-31
ACC0736,P0662,Saraswati Finance Bank,Agra,Savings,2022-12-24
ACC0737,P0545,Himgiri Commercial Bank,Mumbai,Current,2023-06-06
ACC0738,P0097,Bharat Urban Bank,Ghaziabad,Savings,2024-01-17
ACC0739,P0766,Himgiri Commercial Bank,Chandigarh,Savings,2022-01-23
ACC0740,P0305,Saraswati Finance Bank,Bhubaneswar,Savings,2019-01-19
ACC0741,P0970,Vindhya Rural Bank,Dehradun,Savings,2015-05-15
ACC0742,P0824,National Cooperative Bank,Gurugram,Current,2019-10-11
ACC0743,P0312,Himgiri Commercial Bank,Amritsar,Savings,2022-09-11
ACC0744,P0111,National Cooperative Bank,Indore,Current,2022-01-05
ACC0745,P0574,Suvidha Nagrik Bank,Faridabad,Savings,2023-10-19
ACC0746,P0586,Himgiri Commercial Bank,Jaipur,Savings,2023-02-08
ACC0747,P0071,Himgiri Commercial Bank,Ranchi,Savings,2019-06-29
ACC0748,P0108,Bharat Urban Bank,Ludhiana,Savings,2024-01-08
ACC0749,P0461,National Cooperative Bank,Faridabad,Current,2019-03-17
ACC0750,P0404,Saraswati Finance Bank,Bengaluru,Current,2016-09-03
ACC0751,P0777,Saraswati Finance Bank,Bhubaneswar,Current,2018-07-06
ACC0752,P0780,Vindhya Rural Bank,Ludhiana,Current,2015-07-12
ACC0753,P0263,Suvidha Nagrik Bank,Delhi,Current,2024-10-24
ACC0754,P0008,Vindhya Rural Bank,Patna,Savings,2019-04-15
ACC0755,P0709,Vindhya Rural Bank,Kanpur,Current,2016-09-10
ACC0756,P0253,Himgiri Commercial Bank,Ranchi,Current,2019-09-06
ACC0757,P0658,Himgiri Commercial Bank,Chandigarh,Savings,2016-01-27
ACC0758,P0203,National Cooperative Bank,Chennai,Current,2021-06-05
ACC0759,P0673,Himgiri Commercial Bank,Delhi,Savings,2019-12-10
ACC0760,P0705,Himgiri Commercial Bank,Ahmedabad,Savings,2022-10-03
ACC0761,P0027,National Cooperative Bank,Faridabad,Current,2019-02-18
ACC0762,P0429,Bharat Urban Bank,Bhopal,Savings,2023-02-24
ACC0763,P0637,Bharat Urban Bank,Chandigarh,Savings,2017-03-31
ACC0764,P0810,Vindhya Rural Bank,Delhi,Savings,2021-01-12
ACC0765,P0578,National Cooperative Bank,Hyderabad,Savings,2024-07-06
ACC0766,P0299,Himgiri Commercial Bank,Indore,Current,2022-03-24
ACC0767,P0603,Himgiri Commercial Bank,Mumbai,Current,2018-06-07
ACC0768,P0056,National Cooperative Bank,Faridabad,Savings,2022-03-02
ACC0769,P0990,Bharat Urban Bank,Amritsar,Current,2019-10-19
ACC0770,P0714,Saraswati Finance Bank,Bhopal,Current,2024-09-26
ACC0771,P0245,Saraswati Finance Bank,Bengaluru,Savings,2015-07-11
ACC0772,P0070,Himgiri Commercial Bank,Surat,Current,2021-11-20
ACC0773,P0443,Vindhya Rural Bank,Faridabad,Savings,2015-10-11
ACC0774,P0729,Vindhya Rural Bank,Ghaziabad,Current,2024-11-08
ACC0775,P0920,Saraswati Finance Bank,Gurugram,Savings,2023-10-30
ACC0776,P0472,National Cooperative Bank,Indore,Current,2018-08-31
ACC0777,P0989,Himgiri Commercial Bank,Lucknow,Savings,2022-03-04
ACC0778,P0994,Himgiri Commercial Bank,Mumbai,Savings,2022-04-23
ACC0779,P0390,National Cooperative Bank,Dehradun,Current,2015-01-11
ACC0780,P0340,National Cooperative Bank,Haridwar,Savings,2015-01-14
ACC0781,P0110,Bharat Urban Bank,Haridwar,Savings,2021-10-02
ACC0782,P0590,Vindhya Rural Bank,Jaipur,Current,2016-10-20
ACC0783,P0293,National Cooperative Bank,Ranchi,Savings,2023-08-25
ACC0784,P0471,National Cooperative Bank,Surat,Current,2019-09-14
ACC0785,P0278,National Cooperative Bank,Noida,Current,2022-04-17
ACC0786,P0168,Vindhya Rural Bank,Patna,Current,2019-07-19
ACC0787,P0562,Suvidha Nagrik Bank,Bengaluru,Current,2015-01-11
ACC0788,P0866,National Cooperative Bank,Ghaziabad,Savings,2021-09-28
ACC0789,P0871,Bharat Urban Bank,Delhi,Current,2016-07-11
ACC0790,P0389,Himgiri Commercial Bank,Amritsar,Current,2023-04-26
ACC0791,P0884,Saraswati Finance Bank,Bhubaneswar,Current,2016-11-20
ACC0792,P0651,Vindhya Rural Bank,Gurugram,Current,2022-01-18
ACC0793,P0939,National Cooperative Bank,Pune,Current,2023-11-13
ACC0794,P0241,Vindhya Rural Bank,Chandigarh,Savings,2023-10-02
ACC0795,P0688,Bharat Urban Bank,Ranchi,Savings,2017-02-03
ACC0796,P0011,Bharat Urban Bank,Bhubaneswar,Savings,2018-10-11
ACC0797,P0685,Suvidha Nagrik Bank,Haridwar,Current,2016-02-25
ACC0798,P0246,National Cooperative Bank,Noida,Savings,2019-04-24
ACC0799,P0031,Saraswati Finance Bank,Patna,Savings,2022-10-28
ACC0800,P0826,Bharat Urban Bank,Delhi,Current,2015-10-02
